0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
414.4,173.0
414.4,173.0
414.4,173.0
152.0,184.0
160.0,186.0
161.6,186.0
160.0,186.0
160.0,186.0
166.4,188.0
166.4,188.0
166.4,188.0
166.4,240.0
166.4,240.0
243.2,240.0
248.0,155.0
225.6,155.0
209.6,195.0
214.4,195.0
217.6,195.0
185.6,222.0
206.4,222.0
217.6,222.0
217.6,222.0
232.0,200.0
232.0,200.0
214.4,200.0
214.4,200.0
214.4,200.0
196.8,176.0
196.8,176.0
196.8,176.0
196.8,176.0
195.2,176.0
188.8,211.0
188.8,211.0
188.8,211.0
188.8,211.0
174.4,186.0
174.4,186.0
174.4,186.0
174.4,186.0
176.0,195.0
176.0,195.0
176.0,195.0
176.0,195.0
176.0,195.0
211.2,221.0
233.6,223.0
233.6,223.0
233.6,223.0
233.6,227.0
233.6,227.0
246.4,227.0
220.8,150.0
220.8,150.0
201.6,150.0
201.6,150.0
201.6,150.0
201.6,150.0
220.8,228.0
220.8,228.0
220.8,228.0
220.8,228.0
204.8,182.0
204.8,182.0
204.8,182.0
204.8,182.0
179.2,186.0
179.2,186.0
179.2,186.0
179.2,186.0
174.4,187.0
174.4,187.0
174.4,187.0
174.4,187.0
200.0,221.0
217.6,160.0
217.6,160.0
217.6,160.0
182.4,162.0
182.4,162.0
182.4,162.0
163.2,226.0
163.2,226.0
163.2,226.0
163.2,226.0
214.4,153.0
214.4,153.0
214.4,153.0
214.4,153.0
259.2,167.0
259.2,167.0
259.2,167.0
259.2,167.0
201.6,168.0
201.6,168.0
201.6,168.0
201.6,168.0
224.0,231.0
224.0,231.0
224.0,231.0
224.0,231.0
272.0,177.0
272.0,177.0
272.0,177.0
209.6,193.0
185.6,175.0
185.6,175.0
187.2,175.0
187.2,175.0
187.2,175.0
161.6,164.0
152.0,186.0
152.0,186.0
152.0,186.0
152.0,186.0
153.6,186.0
153.6,186.0
153.6,186.0
153.6,186.0
153.6,186.0
152.0,187.0
152.0,187.0
152.0,187.0
152.0,187.0
155.2,171.0
155.2,171.0
155.2,171.0
155.2,171.0
212.8,226.0
212.8,226.0
212.8,226.0
212.8,226.0
273.6,194.0
273.6,194.0
273.6,194.0
273.6,194.0
273.6,194.0
273.6,194.0
227.2,204.0
227.2,204.0
227.2,204.0
227.2,204.0
169.6,174.0
169.6,174.0
169.6,174.0
169.6,174.0
147.2,164.0
147.2,164.0
147.2,164.0
147.2,164.0
185.6,239.0
185.6,239.0
230.4,180.0
219.2,188.0
217.6,188.0
211.2,188.0
211.2,188.0
196.8,157.0
196.8,157.0
168.0,157.0
168.0,157.0
168.0,157.0
163.2,200.0
163.2,200.0
161.6,216.0
161.6,216.0
195.2,216.0
244.8,233.0
244.8,233.0
257.6,233.0
257.6,233.0
262.4,200.0
262.4,200.0
257.6,200.0
257.6,200.0
236.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
212.8,167.0
