0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.2,150.0
11.2,150.0
11.2,150.0
11.2,150.0
1.6,150.0
1.6,150.0
1.6,150.0
1.6,150.0
0.0,150.0
0.0,150.0
0.0,150.0
0.0,150.0
0.0,150.0
0.0,150.0
0.0,150.0
0.0,150.0
160.0,210.0
160.0,210.0
160.0,210.0
160.0,210.0
188.8,210.0
188.8,210.0
188.8,210.0
188.8,210.0
150.4,150.0
150.4,150.0
150.4,150.0
150.4,150.0
150.4,150.0
115.2,150.0
115.2,150.0
108.8,150.0
108.8,150.0
136.0,210.0
136.0,210.0
136.0,210.0
164.8,210.0
185.6,150.0
185.6,150.0
185.6,150.0
185.6,150.0
158.4,150.0
158.4,150.0
158.4,150.0
158.4,150.0
184.0,210.0
184.0,210.0
184.0,210.0
184.0,210.0
152.0,150.0
152.0,150.0
152.0,150.0
152.0,150.0
128.0,150.0
128.0,150.0
128.0,150.0
185.6,210.0
185.6,210.0
190.4,210.0
190.4,210.0
195.2,210.0
195.2,210.0
201.6,210.0
198.4,210.0
198.4,210.0
208.0,210.0
212.8,210.0
208.0,150.0
208.0,150.0
208.0,150.0
208.0,150.0
174.4,150.0
174.4,150.0
174.4,150.0
174.4,150.0
174.4,210.0
174.4,210.0
174.4,210.0
174.4,210.0
174.4,210.0
164.8,150.0
164.8,150.0
164.8,150.0
164.8,150.0
118.4,150.0
118.4,150.0
118.4,150.0
118.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
156.8,210.0
156.8,210.0
156.8,210.0
156.8,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
196.8,210.0
196.8,210.0
196.8,210.0
196.8,210.0
196.8,210.0
196.8,210.0
155.2,150.0
155.2,150.0
155.2,150.0
140.8,210.0
180.8,210.0
185.6,150.0
174.4,150.0
161.6,150.0
158.4,150.0
145.6,150.0
137.6,150.0
136.0,150.0
131.2,150.0
121.6,210.0
121.6,210.0
168.0,210.0
168.0,210.0
168.0,210.0
185.6,210.0
185.6,210.0
179.2,150.0
179.2,150.0
153.6,150.0
153.6,150.0
153.6,150.0
160.0,210.0
160.0,210.0
160.0,210.0
160.0,210.0
192.0,210.0
192.0,210.0
192.0,210.0
192.0,210.0
187.2,150.0
187.2,150.0
187.2,150.0
187.2,150.0
187.2,150.0
166.4,210.0
198.4,210.0
200.0,210.0
196.8,210.0
200.0,210.0
198.4,210.0
198.4,210.0
196.8,210.0
196.8,210.0
196.8,210.0
196.8,210.0
196.8,210.0
160.0,150.0
160.0,150.0
169.6,210.0
169.6,210.0
185.6,210.0
192.0,210.0
203.2,210.0
200.0,150.0
182.4,150.0
174.4,150.0
163.2,150.0
163.2,150.0
140.8,150.0
132.8,150.0
132.8,150.0
107.2,210.0
107.2,210.0
107.2,210.0
134.4,210.0
134.4,210.0
134.4,210.0
134.4,210.0
134.4,210.0
184.0,210.0
185.6,150.0
168.0,150.0
147.2,150.0
131.2,210.0
152.0,210.0
164.8,210.0
177.6,210.0
184.0,150.0
184.0,150.0
171.2,150.0
171.2,150.0
155.2,150.0
155.2,150.0
134.4,210.0
134.4,210.0
134.4,210.0
177.6,210.0
177.6,210.0
177.6,210.0
158.4,150.0
156.8,210.0
156.8,210.0
169.6,210.0
169.6,210.0
169.6,210.0
169.6,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
190.4,210.0
193.6,210.0
193.6,210.0
196.8,210.0
196.8,210.0
196.8,210.0
201.6,210.0
198.4,210.0
198.4,210.0
198.4,210.0
198.4,210.0
198.4,210.0
198.4,210.0
188.8,150.0
188.8,150.0
188.8,150.0
188.8,150.0
136.0,150.0
136.0,150.0
136.0,150.0
112.0,150.0
104.0,150.0
97.6,150.0
97.6,150.0
97.6,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
94.4,150.0
